facility_id,facility_name,facility_type,district,mandal,village,latitude,longitude,department,source_layer,record_completeness_pct
TG-18-892,"SubCentre, Nasrullabad",Sub Centre,Kamareddy,Nasurullabad,Nasurullabad,18.475946,77.869763,,Health Sub Centre,100.0
TG-18-952,"SubCentre, Neral",Sub Centre,Kamareddy,Gandhari,Neral,18.4474,78.0823,,Health Sub Centre,100.0
TG-18-895,"SubCentre, PITLAM - A",Sub Centre,Kamareddy,Pitlam,Pitlam,18.223706,77.822433,,Health Sub Centre,100.0
TG-18-896,"SubCentre, PITLAM - B",Sub Centre,Kamareddy,Pitlam,Pitlam,18.223706,77.822433,,Health Sub Centre,100.0
TG-18-893,"SubCentre, Palvancha",Sub Centre,Kamareddy,Palwancha,Palwancha,18.319765,78.435875,,Health Sub Centre,100.0
TG-18-894,"SubCentre, Pedamallareddy",Sub Centre,Kamareddy,Bhiknoor,Peddamallareddy,18.175496,78.464842,,Health Sub Centre,100.0
TG-18-936,"SubCentre, Peddakodapgal",Sub Centre,Kamareddy,Pedda Kodapgal,Pedda Kodapgal,18.277962,77.759513,,Health Sub Centre,100.0
TG-18-953,"SubCentre, Petsangam",Sub Centre,Kamareddy,Gandhari,Petasangam,18.339373,78.085113,,Health Sub Centre,100.0
TG-18-898,"SubCentre, Polkampet",Sub Centre,Kamareddy,Lingampet,Kannapur,18.186998,78.165193,,Health Sub Centre,100.0
TG-18-899,"SubCentre, Posanipet",Sub Centre,Kamareddy,Ramareddy,Posanipet,18.403925,78.332985,,Health Sub Centre,100.0
TG-18-900,"SubCentre, Pothaipally",Sub Centre,Kamareddy,Lingampet,Pothaipalle,18.230493,78.182101,,Health Sub Centre,100.0
TG-18-937,"SubCentre, Pulkal",Sub Centre,Kamareddy,Bichkunda,Pulkal,18.398811,77.779537,,Health Sub Centre,100.0
TG-18-901,"SubCentre, Rajampet",Sub Centre,Kamareddy,Rajampet,Rajampet,18.252134,78.321633,,Health Sub Centre,100.0
TG-18-902,"SubCentre, Ramareddy - B",Sub Centre,Kamareddy,Ramareddy,Ramareddy,18.411271,78.368579,,Health Sub Centre,100.0
TG-18-903,"SubCentre, Ramareddy-A",Sub Centre,Kamareddy,Ramareddy,Ramareddy,18.411215,78.368354,,Health Sub Centre,100.0
TG-18-904,"SubCentre, Rameshwarpally",Sub Centre,Kamareddy,Palwancha,Bhavanipet,18.335968,78.414793,,Health Sub Centre,100.0
TG-18-906,"SubCentre, Reddypet",Sub Centre,Kamareddy,Ramareddy,Reddypet,18.414596,78.422611,,Health Sub Centre,100.0
TG-18-907,"SubCentre, Sadashiv Nagar",Sub Centre,Kamareddy,Sadashivnagar,Padmajiwadi,18.429456,78.243771,,Health Sub Centre,100.0
TG-18-908,"SubCentre, Sengeetham",Sub Centre,Kamareddy,Mohammadnagar,Singitham,18.319955,77.959588,,Health Sub Centre,100.0
TG-18-909,"SubCentre, Shabdipur",Sub Centre,Kamareddy,Kamareddy,Shabdipur,18.348379,78.367156,,Health Sub Centre,100.0
TG-18-966,"SubCentre, Shakkarga",Sub Centre,Kamareddy,Madnur,Pedda Shekkarga,18.522848,77.624973,,Health Sub Centre,100.0
TG-18-938,"SubCentre, Shanthapur",Sub Centre,Kamareddy,Bichkunda,Shantapur,18.32113,77.75093,,Health Sub Centre,100.0
TG-18-910,"SubCentre, Shetpally",Sub Centre,Kamareddy,Lingampet,Shatpalle,18.169911,78.12983,,Health Sub Centre,100.0
TG-18-911,"SubCentre, Shetpally Sangareddy",Sub Centre,Kamareddy,Lingampet,Shatpalle,18.152361,78.135776,,Health Sub Centre,100.0
TG-18-912,"SubCentre, Singaraipally",Sub Centre,Kamareddy,Palwancha,Singaraipally,18.359658,78.409402,,Health Sub Centre,100.0
TG-18-913,"SubCentre, Somarpet",Sub Centre,Kamareddy,Yellareddy,Somawarpet,18.197115,77.988854,,Health Sub Centre,100.0
TG-18-914,"SubCentre, Someshwar",Sub Centre,Kamareddy,Banswada,Someshwar,18.402725,77.885317,,Health Sub Centre,100.0
TG-18-920,"SubCentre, THIMMANAGAR",Sub Centre,Kamareddy,Pitlam,Thimmanagar,18.210945,77.805277,,Health Sub Centre,100.0
TG-18-967,"SubCentre, Tadgur Big",Sub Centre,Kamareddy,Madnur,Pedda Thadgur,18.465485,77.593496,,Health Sub Centre,100.0
TG-18-915,"SubCentre, Tadkol",Sub Centre,Kamareddy,Banswada,Tadkole,18.365526,77.873948,,Health Sub Centre,100.0
TG-18-916,"SubCentre, Tadwai",Sub Centre,Kamareddy,Tadwai,Tadwai,18.310774,78.254734,,Health Sub Centre,100.0
TG-18-917,"SubCentre, Thalamadla",Sub Centre,Kamareddy,Rajampet,Talamadla,18.227504,78.355825,,Health Sub Centre,100.0
TG-18-918,"SubCentre, Thandur",Sub Centre,Kamareddy,Nagi_Reddypet,Akkampalle,18.105477,78.073751,,Health Sub Centre,100.0
TG-18-919,"SubCentre, Thimmakkapally",Sub Centre,Kamareddy,Kamareddy,Gudem,18.353385,78.392987,,Health Sub Centre,100.0
TG-18-921,"SubCentre, Thimmapur",Sub Centre,Kamareddy,Birkoor,Timmapur,18.464957,77.83244,,Health Sub Centre,100.0
TG-18-923,"SubCentre, Thujalpur",Sub Centre,Kamareddy,Bibipet,Bibipet,18.188248,78.533436,,Health Sub Centre,100.0
TG-18-924,"SubCentre, Tippapur",Sub Centre,Kamareddy,Bhiknoor,Thippapur,18.194987,78.365734,,Health Sub Centre,100.0
TG-18-925,"SubCentre, Uppalwai",Sub Centre,Kamareddy,Ramareddy,Uppalwai,18.412927,78.324479,,Health Sub Centre,100.0
TG-18-956,"SubCentre, Uthnoor",Sub Centre,Kamareddy,Sadashivnagar,Uthnoor,18.4429,78.1963,,Health Sub Centre,100.0
TG-18-926,"SubCentre, Vajrakhandi",Sub Centre,Kamareddy,Jukkal,Wajrakhandi,18.312933,77.624996,,Health Sub Centre,100.0
TG-18-974,"SubCentre, Vellutla",Sub Centre,Kamareddy,Yellareddy,Vellutla,18.279636,78.013831,,Health Sub Centre,100.0
TG-18-927,"SubCentre, Wadalparthi",Sub Centre,Kamareddy,Nagi_Reddypet,Vadalparthi,18.148894,78.162144,,Health Sub Centre,100.0
TG-18-939,"SubCentre, Wadlam",Sub Centre,Kamareddy,Pedda Kodapgal,Burugupally,18.27226,77.716592,,Health Sub Centre,100.0
TG-18-940,"SubCentre, Wajeed Nagar",Sub Centre,Kamareddy,Bichkunda,Wajidnagar,18.38328,77.795434,,Health Sub Centre,100.0
TG-18-928,"SubCentre, Yellampet",Sub Centre,Kamareddy,Machareddy,Yellampet,18.403476,78.49757,,Health Sub Centre,100.0
TG-18-975,"SubCentre, Yellareddy - A",Sub Centre,Kamareddy,Yellareddy,Yellareddy,18.195224,78.016685,,Health Sub Centre,100.0
TG-18-976,"SubCentre, Yellareddy - B",Sub Centre,Kamareddy,Yellareddy,Yellareddy,18.195224,78.016685,,Health Sub Centre,100.0
TG-8-37,Government General Hospital,Teaching Hospital,Kamareddy,Kamareddy,Kamareddy,18.323503,78.337835,Director of Medical Education,Medical Colleges,100.0
TG-15-120,UPHC Islampura,Urban Primary Health Centre,Kamareddy,Kamareddy,Kamareddy,18.314879,78.34007,,Urban Primary Health Centre,100.0
TG-15-119,UPHC Rajeevnagar,Urban Primary Health Centre,Kamareddy,Kamareddy,Rameswarpalle,18.335638,78.353403,,Urban Primary Health Centre,100.0
TG-10-22,AH Choppadandi,Area Hospital,Karimnagar,Choppadandi,Choppadandi,18.577112,79.16822,TVVP,Area Hospital,100.0
TG-10-21,AH Huzurabad,Area Hospital,Karimnagar,Huzurabad,Huzurabad,18.203453,79.399524,TVVP,Area Hospital,100.0
TG-13-197,Arepally BDK,Basti Dawakhana,Karimnagar,Karimnagar_Rural,Arepalli,18.468541,79.129923,,Basti Dawakhana,100.0
TG-13-196,Padmanagar BDK,Basti Dawakhana,Karimnagar,Kothapally,Chinthakunta,18.439452,79.100308,,Basti Dawakhana,100.0
TG-13-194,Rekurthy BDK,Basti Dawakhana,Karimnagar,Kothapally,Rekurthi,18.466073,79.097449,,Basti Dawakhana,100.0
TG-13-195,Teegalguttapally BDK,Basti Dawakhana,Karimnagar,Karimnagar_Rural,Arepalli,18.471164,79.13802,,Basti Dawakhana,100.0
TG-16-22,CHC Jammikunta,Community Health Centre,Karimnagar,Jammikunta,Jammikunta,18.29301,79.47256,TVVP,Community Health Centre,100.0
TG-17-429,"Primary Health Centre, Challur",Primary Health Centre,Karimnagar,Veenavanka,Challoor,18.407571,79.362924,,Primary Health Centre,100.0
TG-17-393,"Primary Health Centre, Chamanpally",Primary Health Centre,Karimnagar,Karimnagar_Rural,Chamanpalli,18.509876,79.190777,,Primary Health Centre,100.0
TG-17-450,"Primary Health Centre, Chelpur",Primary Health Centre,Karimnagar,Huzurabad,Chelpur,18.234655,79.4456,,Primary Health Centre,100.0
TG-17-395,"Primary Health Centre, Chigurumamidi",Primary Health Centre,Karimnagar,Chigurumamidi,Chigurumamidi,18.239128,79.193946,,Primary Health Centre,100.0
TG-17-386,"Primary Health Centre, Choppadandi",Primary Health Centre,Karimnagar,Choppadandi,Choppadandi,18.585642,79.164777,,Primary Health Centre,100.0
TG-17-473,"Primary Health Centre, Ellandakunta",Primary Health Centre,Karimnagar,Ellandakunta,Ellanthakunta,18.290989,79.510192,,Primary Health Centre,100.0
TG-17-350,"Primary Health Centre, Gangadhara",Primary Health Centre,Karimnagar,Gangadhara,Gangadhara,18.573169,79.002519,,Primary Health Centre,100.0
TG-17-380,"Primary Health Centre, Gumulapoor",Primary Health Centre,Karimnagar,Choppadandi,Gumlapur,18.582266,79.114454,,Primary Health Centre,100.0
TG-17-373,"Primary Health Centre, Gundi",Primary Health Centre,Karimnagar,Ramadugu,Gundi,18.638591,79.09469,,Primary Health Centre,100.0
TG-17-377,"Primary Health Centre, Kothapalli",Primary Health Centre,Karimnagar,Kothapally,Kothapalli(Haveli),18.490757,79.103677,,Primary Health Centre,100.0
TG-17-394,"Primary Health Centre, Manakondur",Primary Health Centre,Karimnagar,Manakondur,Manakondur,18.397071,79.193785,,Primary Health Centre,100.0
TG-17-363,"Primary Health Centre, Ramadugu",Primary Health Centre,Karimnagar,Ramadugu,Ramadugu,18.578496,79.06092,,Primary Health Centre,100.0
TG-17-419,"Primary Health Centre, Saidapur",Primary Health Centre,Karimnagar,V Saidapur,Saidapur,18.217713,79.299195,,Primary Health Centre,100.0
TG-17-417,"Primary Health Centre, Shankarapatnam",Primary Health Centre,Karimnagar,Shankarapatnam,Keshavapatnam,18.290488,79.295176,,Primary Health Centre,100.0
TG-17-389,"Primary Health Centre, Thimmapur",Primary Health Centre,Karimnagar,Thimmapur,Thimmapur,18.354815,79.168433,,Primary Health Centre,100.0
TG-17-482,"Primary Health Centre, Vavilala",Primary Health Centre,Karimnagar,Jammikunta,Vavilala,18.393582,79.55209,,Primary Health Centre,100.0
TG-17-444,"Primary Health Centre, Veenavanka",Primary Health Centre,Karimnagar,Veenavanka,Veenavanka,18.353033,79.419269,,Primary Health Centre,100.0
TG-17-414,"Primary Health Centre, Veldhi",Primary Health Centre,Karimnagar,Manakondur,Veldi,18.447446,79.284499,,Primary Health Centre,100.0
TG-18-982,SubCentre Akunur,Sub Centre,Karimnagar,V Saidapur,Akunur,18.180104,79.283781,,Health Sub Centre,100.0
TG-18-983,SubCentre Annaram,Sub Centre,Karimnagar,Manakondur,Annaram,18.409953,79.235308,,Health Sub Centre,100.0
TG-18-984,SubCentre Asifnagar,Sub Centre,Karimnagar,Kothapally,Asifnagar,18.440658,79.01718,,Health Sub Centre,100.0
TG-18-985,SubCentre Bethigal,Sub Centre,Karimnagar,Veenavanka,Bethigal,18.305477,79.396648,,Health Sub Centre,100.0
TG-18-986,SubCentre Bommakal,Sub Centre,Karimnagar,Karimnagar_Rural,Bommakal,18.43878,79.168414,,Health Sub Centre,100.0
TG-18-987,SubCentre Bommakal,Sub Centre,Karimnagar,V Saidapur,Bommakal,18.158575,79.341717,,Health Sub Centre,100.0
TG-18-988,SubCentre Burugupally,Sub Centre,Karimnagar,Gangadhara,Burgupalle,18.638438,79.032812,,Health Sub Centre,100.0
TG-18-989,SubCentre Challur,Sub Centre,Karimnagar,Veenavanka,Challoor,18.415328,79.355149,,Health Sub Centre,100.0
TG-18-990,SubCentre Chamanpalli,Sub Centre,Karimnagar,Karimnagar_Rural,Chamanpalli,18.51512,79.185963,,Health Sub Centre,100.0
TG-18-991,SubCentre Chenjerla,Sub Centre,Karimnagar,Manakondur,Chenjerla,18.363161,79.238184,,Health Sub Centre,100.0
TG-18-992,SubCentre Cherlabuthkur,Sub Centre,Karimnagar,Karimnagar_Rural,Cherlabuthkur,18.501872,79.203293,,Health Sub Centre,100.0
TG-18-993,SubCentre Chinthakunta,Sub Centre,Karimnagar,Kothapally,Chinthakunta,18.446148,79.089246,,Health Sub Centre,100.0
TG-18-994,SubCentre Choppadandi-1,Sub Centre,Karimnagar,Choppadandi,Choppadandi,18.580481,79.168962,,Health Sub Centre,100.0
TG-18-995,SubCentre Choppadandi-2,Sub Centre,Karimnagar,Choppadandi,Choppadandi,18.580481,79.168962,,Health Sub Centre,100.0
TG-18-996,SubCentre Desharajpally,Sub Centre,Karimnagar,Ramadugu,Deshrajpalle,18.529422,79.07105,,Health Sub Centre,100.0
TG-18-997,SubCentre Devampally,Sub Centre,Karimnagar,Manakondur,Devampalle,18.391181,79.268825,,Health Sub Centre,100.0
TG-18-998,SubCentre Duddenapalli,Sub Centre,Karimnagar,V Saidapur,Duddenapalle,18.218446,79.263439,,Health Sub Centre,100.0
TG-18-999,SubCentre Durshed,Sub Centre,Karimnagar,Karimnagar_Rural,Durshed,18.458442,79.186256,,Health Sub Centre,100.0
TG-18-1000,SubCentre Edulaguttapally,Sub Centre,Karimnagar,Manakondur,Edulagattepalle,18.390814,79.223292,,Health Sub Centre,100.0
TG-18-978,SubCentre Elagandal,Sub Centre,Karimnagar,Kothapally,Elgandal,18.420105,79.041199,,Health Sub Centre,100.0
TG-18-979,SubCentre Gangadhara,Sub Centre,Karimnagar,Gangadhara,Gangadhara,18.579204,79.008702,,Health Sub Centre,100.0
TG-18-980,SubCentre Kurikyala,Sub Centre,Karimnagar,Gangadhara,Kurikial,18.547976,79.001977,,Health Sub Centre,100.0
TG-18-479,SubCentre Laxmidevpally,Sub Centre,Karimnagar,Gangadhara,Gangadhara,18.607075,79.022126,,Health Sub Centre,100.0
TG-18-981,SubCentre Lingapur,Sub Centre,Karimnagar,Manakondur,Lingapur,18.437884,79.226253,,Health Sub Centre,100.0
TG-18-422,SubCentre Mallial II,Sub Centre,Karimnagar,Ellandakunta,Mallial,18.264144,79.532242,,Health Sub Centre,100.0
TG-18-423,SubCentre Mallial-I,Sub Centre,Karimnagar,Ellandakunta,Mallial,18.264144,79.532242,,Health Sub Centre,100.0
TG-18-427,SubCentre Metpalli I (Dubbawada),Sub Centre,Karimnagar,Shankarapatnam,Metpalle,18.291777,79.370491,,Health Sub Centre,100.0
TG-18-428,SubCentre Metpalli IV (Ambedkar Nagar),Sub Centre,Karimnagar,Shankarapatnam,Metpalle,18.291777,79.370491,,Health Sub Centre,100.0
TG-18-481,SubCentre Nagunoor,Sub Centre,Karimnagar,Karimnagar_Rural,Nagunur,18.498242,79.152546,,Health Sub Centre,100.0
TG-18-452,SubCentre Thirumalapoor,Sub Centre,Karimnagar,Ramadugu,Thirmalapur,18.632582,79.056759,,Health Sub Centre,100.0
TG-18-453,SubCentre Thirumalapur,Sub Centre,Karimnagar,Ramadugu,Thirmalapur,18.631106,79.057444,,Health Sub Centre,100.0
TG-18-216,"SubCentre, Laxmidevipalli",Sub Centre,Karimnagar,Gangadhara,Gangadhara,18.607075,79.022126,,Health Sub Centre,100.0
TG-18-977,Subcentre Abadi Jammikunta,Sub Centre,Karimnagar,Jammikunta,Jammikunta,18.2936,79.451215,,Health Sub Centre,100.0
TG-18-439,Subcentre Porandla,Sub Centre,Karimnagar,Thimmapur,Porandla,18.358345,79.201405,,Health Sub Centre,100.0
TG-8-33,Government General Hospital,Teaching Hospital,Karimnagar,Veenavanka,Challoor,18.414288,79.361928,Director of Medical Education,Medical Colleges,100.0
TG-8-39,Government General Hospital,Teaching Hospital,Karimnagar,Karimnagar,Karimnagar,18.444244,79.132165,Director of Medical Education,Medical Colleges,100.0
TG-15-121,UPHC Buttirajaram Colony,Urban Primary Health Centre,Karimnagar,Karimnagar,Karimnagar,18.43,79.12,,Urban Primary Health Centre,100.0
TG-15-122,UPHC Housing Board Colony,Urban Primary Health Centre,Karimnagar,Karimnagar,Karimnagar,18.42499,79.15066,,Urban Primary Health Centre,100.0
TG-15-123,UPHC Kattarampur,Urban Primary Health Centre,Karimnagar,Karimnagar,Karimnagar,18.42257,79.11969,,Urban Primary Health Centre,100.0
TG-15-126,UPHC Mothajkhana,Urban Primary Health Centre,Karimnagar,Kothapally,Chinthakunta,18.458897,79.0811,,Urban Primary Health Centre,100.0
TG-15-125,UPHC Sapthagiri colony,Urban Primary Health Centre,Karimnagar,Karimnagar,Karimnagar,18.41923,79.11771,,Urban Primary Health Centre,100.0
TG-15-124,UPHC vidhyanagar,Urban Primary Health Centre,Karimnagar,Karimnagar,Karimnagar,18.44613,79.1197,,Urban Primary Health Centre,100.0
TG-15-250,UPHC-Butti Raja Ram Colony(UPHC),Urban Primary Health Centre,Karimnagar,Karimnagar,Karimnagar,18.43,79.12,,Urban Primary Health Centre,100.0
TG-10-23,AH Madhira,Area Hospital,Khammam,Madhira,Madhira (U),16.920982,80.362442,TVVP,Area Hospital,100.0
TG-10-24,AH Sathupally,Area Hospital,Khammam,Sathupally,Ayyagaripeta,17.213702,80.825082,TVVP,Area Hospital,100.0
TG-10-25,AH Thirumalapalem,Area Hospital,Khammam,Tirumalayapalem,Tirumalayapalem,17.312913,80.033368,TVVP,Area Hospital,100.0
TG-10-26,AH Wyra,Area Hospital,Khammam,Konijerla,Gundrathi Madugu,17.199845,80.355934,TVVP,Area Hospital,100.0
TG-13-200,2BHK at YSR Colony in 6th Block,Basti Dawakhana,Khammam,Khammam_Urban,Khanapuram Haveli,17.258218,80.201589,,Basti Dawakhana,100.0
TG-13-198,"DPRC Govt Building, Pandurangapuram BDK",Basti Dawakhana,Khammam,Khammam_Urban,Ballepally,17.275408,80.175905,,Basti Dawakhana,100.0
TG-13-201,Kothagudem GP Office Building,Basti Dawakhana,Khammam,Khammam_Urban,Dhamsalapuram,17.216953,80.171004,,Basti Dawakhana,100.0
TG-13-206,Maddupally GP Office Madhira,Basti Dawakhana,Khammam,Madhira,Madupalli,16.92146,80.340256,,Basti Dawakhana,100.0
TG-13-204,Old MC Office Building Khammam,Basti Dawakhana,Khammam,Khammam_Urban,Khammam,17.24926,80.142525,,Basti Dawakhana,100.0
TG-13-203,"RAMANNAPETA, KHAMMAM",Basti Dawakhana,Khammam,Khammam_Urban,Mallemadugu,17.295258,80.147649,,Basti Dawakhana,100.0
TG-13-202,"RANGANAYAKULA GUTTA, KHAMMAM",Basti Dawakhana,Khammam,Khammam_Urban,Khammam,17.243059,80.132163,,Basti Dawakhana,100.0
TG-13-205,"Rajeev colony, community Hall Satupalli",Basti Dawakhana,Khammam,Sathupally,Siddharam,17.194592,80.834518,,Basti Dawakhana,100.0
TG-13-199,"Surepalli Chiranjeevi Community Hall,Tapalagudem BDK",Basti Dawakhana,Khammam,Khammam_Urban,Papakabanda,17.241082,80.145352,,Basti Dawakhana,100.0
TG-16-24,CHC Kallur,Community Health Centre,Khammam,Kalluru,Kalluru,17.199583,80.554304,TVVP,Community Health Centre,100.0
TG-16-23,CHC Nelakondapalli,Community Health Centre,Khammam,Nelakondapally,Nelakondapally,17.092434,80.059471,TVVP,Community Health Centre,100.0
TG-16-25,CHC Penubally,Community Health Centre,Khammam,Penuballi,Penuballi,17.209378,80.664137,TVVP,Community Health Centre,100.0
TG-17-586,Primary Health Centre Teegalaveni,Primary Health Centre,Khammam,Khammam_Urban,Khanapuram Haveli,17.256441,80.165708,,Primary Health Centre,100.0
TG-17-590,"Primary Health Centre, Banakal",Primary Health Centre,Khammam,Bonakal,Bonakal,17.02362,80.263978,,Primary Health Centre,100.0
TG-17-608,"Primary Health Centre, Banigandlapadu",Primary Health Centre,Khammam,Yerrupalem,Banigellapadu,16.864237,80.476895,,Primary Health Centre,100.0
TG-17-564,"Primary Health Centre, Bodulanbanda",Primary Health Centre,Khammam,Nelakondapally,Painampally,17.076044,80.023974,,Primary Health Centre,100.0
TG-17-609,"Primary Health Centre, Chennure",Primary Health Centre,Khammam,Kalluru,Chennuru,17.130571,80.495465,,Primary Health Centre,100.0
TG-17-587,"Primary Health Centre, Chintakani",Primary Health Centre,Khammam,Chintakani,Chintakani,17.126184,80.203928,,Primary Health Centre,100.0
TG-17-605,"Primary Health Centre, Enkoor",Primary Health Centre,Khammam,Enkoor,Tutukalingannapeta,17.346306,80.451252,,Primary Health Centre,100.0
TG-17-585,"Primary Health Centre, Gangaram",Primary Health Centre,Khammam,Khammam_Urban,Khanapuram Haveli,17.256024,80.164662,,Primary Health Centre,100.0
TG-17-636,"Primary Health Centre, Gangaram",Primary Health Centre,Khammam,Sathupally,Bethupally,17.19942,80.894659,,Primary Health Centre,100.0
TG-17-613,"Primary Health Centre, Kalluru",Primary Health Centre,Khammam,Kalluru,Khankhanpeta,17.20122,80.560337,,Primary Health Centre,100.0
TG-17-592,"Primary Health Centre, Kamepalli",Primary Health Centre,Khammam,Kamepally,Kamepally,17.448563,80.283645,,Primary Health Centre,100.0
TG-17-584,"Primary Health Centre, Komatlagudem",Primary Health Centre,Khammam,Khammam_Urban,Khanapuram Haveli,17.256024,80.164662,,Primary Health Centre,100.0
TG-17-593,"Primary Health Centre, Konijerla",Primary Health Centre,Khammam,Konijerla,Konijerla,17.220802,80.29756,,Primary Health Centre,100.0
TG-17-558,"Primary Health Centre, Kusumanchi",Primary Health Centre,Khammam,Kusumanchi,Kusumanchi,17.22561,79.962561,,Primary Health Centre,100.0
TG-17-625,"Primary Health Centre, Lankasagar",Primary Health Centre,Khammam,Penuballi,Adavimallayala,17.176751,80.702364,,Primary Health Centre,100.0
TG-17-575,"Primary Health Centre, M.V.Palem",Primary Health Centre,Khammam,Khammam_Rural,M.Venkatayapalempalem,17.300262,80.096274,,Primary Health Centre,100.0
TG-17-588,"Primary Health Centre, Manchukonda",Primary Health Centre,Khammam,Raghunadhapalem,Manchukonda,17.34338,80.222295,,Primary Health Centre,100.0
TG-17-603,"Primary Health Centre, Maturipeta",Primary Health Centre,Khammam,Madhira,Maturu,16.936756,80.41658,,Primary Health Centre,100.0
TG-17-574,"Primary Health Centre, Mudigonda",Primary Health Centre,Khammam,Mudigonda,Mudigonda,17.179878,80.094813,,Primary Health Centre,100.0
TG-17-568,"Primary Health Centre, Nelakondapalli",Primary Health Centre,Khammam,Nelakondapally,Singireddypalem,17.099996,80.050185,,Primary Health Centre,100.0
TG-17-589,"Primary Health Centre, Peddagopathi",Primary Health Centre,Khammam,Konijerla,Gopathi,17.169296,80.259425,,Primary Health Centre,100.0
TG-17-591,"Primary Health Centre, Singareni",Primary Health Centre,Khammam,Singareni,Singareni,17.50696,80.276654,,Primary Health Centre,100.0
TG-17-548,"Primary Health Centre, Sublaid",Primary Health Centre,Khammam,Tirumalayapalem,Sublaidu,17.340408,79.90028,,Primary Health Centre,100.0
TG-17-604,"Primary Health Centre, Tallada",Primary Health Centre,Khammam,Thallada,Thallada,17.217777,80.424101,,Primary Health Centre,100.0
TG-17-566,"Primary Health Centre, Thirumalayapalem",Primary Health Centre,Khammam,Tirumalayapalem,Tirumalayapalem,17.311221,80.032708,,Primary Health Centre,100.0
TG-17-628,"Primary Health Centre, Vemsoor",Primary Health Centre,Khammam,Vemsoor,Vemsoor,17.120291,80.795155,,Primary Health Centre,100.0
TG-17-599,"Primary Health Centre, Wyra",Primary Health Centre,Khammam,Wyra,Brahmanapalli (AG),17.18217,80.37439,,Primary Health Centre,100.0
TG-17-601,"primary Health Centre, Dendukuru",Primary Health Centre,Khammam,Madhira,Dendukur,16.890906,80.399787,,Primary Health Centre,100.0
TG-17-577,"primary Health Centre, Vallabhi",Primary Health Centre,Khammam,Mudigonda,Vallabhi,17.007107,80.11372,,Primary Health Centre,100.0
TG-18-357,"SubCentre, 24 Pit",Sub Centre,Khammam,Vemsoor,Chowdaram (Ogiralavada),17.160028,80.719643,,Health Sub Centre,100.0
TG-18-130,"SubCentre, Ambedkar Nagar",Sub Centre,Khammam,Thallada,Kodavatimetta,17.187611,80.400309,,Health Sub Centre,100.0
TG-18-132,"SubCentre, Anantharam",Sub Centre,Khammam,Konijerla,Gopathi,17.167608,80.250253,,Health Sub Centre,100.0
TG-18-178,"SubCentre, Erragunta",Sub Centre,Khammam,Vemsoor,Yerragunta,17.15562,80.771321,,Health Sub Centre,100.0
TG-18-179,"SubCentre, Gandhinagar",Sub Centre,Khammam,Khammam_Urban,Khammam,17.243559,80.130297,,Health Sub Centre,100.0
TG-18-192,"SubCentre, Gurvaigudem",Sub Centre,Khammam,Kusumanchi,Kusumanchi,17.20873,79.943753,,Health Sub Centre,100.0
TG-18-317,"SubCentre, Kalyanamandapam",Sub Centre,Khammam,Khammam_Urban,Khammam,17.242196,80.13946,,Health Sub Centre,100.0
TG-18-204,"SubCentre, Kamalapuram",Sub Centre,Khammam,Mudigonda,Kamalapuram,17.087847,80.126807,,Health Sub Centre,100.0
TG-18-208,"SubCentre, Kommugudem",Sub Centre,Khammam,Singareni,Komatlagudem,17.486977,80.301462,,Health Sub Centre,100.0
TG-18-209,"SubCentre, Kondaigudem",Sub Centre,Khammam,Kamepally,Govindrala,17.409987,80.2154,,Health Sub Centre,100.0
TG-18-211,"SubCentre, Koyagudem",Sub Centre,Khammam,Khammam_Urban,Khanapuram Haveli,17.251872,80.179347,,Health Sub Centre,100.0
TG-18-363,"SubCentre, Lachagudem",Sub Centre,Khammam,Chintakani,Latchagudem,17.157219,80.216794,,Health Sub Centre,100.0
TG-18-217,"SubCentre, Laxmipuram",Sub Centre,Khammam,Mudigonda,Suvarnapuram,17.172267,80.121223,,Health Sub Centre,100.0
TG-18-218,"SubCentre, Lingalapalli",Sub Centre,Khammam,Vemsoor,Vemsoor,17.148238,80.801788,,Health Sub Centre,100.0
TG-18-222,"SubCentre, Mallaram",Sub Centre,Khammam,Thallada,Kodavatimetta,17.219283,80.382567,,Health Sub Centre,100.0
TG-18-364,"SubCentre, Manikyaram",Sub Centre,Khammam,Singareni,Manikyaram,17.481253,80.341502,,Health Sub Centre,100.0
TG-18-248,"SubCentre, NTR Nagar",Sub Centre,Khammam,Sathupally,Ayyagaripeta,17.199934,80.828783,,Health Sub Centre,100.0
TG-18-244,"SubCentre, Narayanapuram",Sub Centre,Khammam,Sathupally,Bethupally,17.176763,80.866145,,Health Sub Centre,100.0
TG-18-365,"SubCentre, Nizampeta",Sub Centre,Khammam,Khammam_Urban,Khammam,17.244246,80.144254,,Health Sub Centre,100.0
TG-18-252,"SubCentre, Pandurangapuram",Sub Centre,Khammam,Khammam_Urban,Ballepally,17.275251,80.180532,,Health Sub Centre,100.0
TG-18-254,"SubCentre, Patha Anjanapuram",Sub Centre,Khammam,Konijerla,Gubbagurthi,17.296695,80.381175,,Health Sub Centre,100.0
TG-18-255,"SubCentre, Pathareddypalem",Sub Centre,Khammam,Thallada,Thallada,17.193838,80.423162,,Health Sub Centre,100.0
TG-18-263,"SubCentre, Pinapaka",Sub Centre,Khammam,Thallada,Pinapaka,17.177478,80.41099,,Health Sub Centre,100.0
TG-18-265,"SubCentre, Pothureddipalli",Sub Centre,Khammam,Thallada,Thallada,17.19066,80.420802,,Health Sub Centre,100.0
